"Long","Lat","grupo","entidad","id"
-100.005463935,20.0650325610001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.005596663,20.064612439,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.005669075,20.0643832430001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.005639762,20.0642005140001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.005933414,20.0641007930001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.006814679,20.0638831290001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.007017885,20.0636390570001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.007287281,20.063554341,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.007895305,20.0636911860001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.008681952,20.0628791350001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.008708196,20.0627516300002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.009642793,20.062476433,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.010232155,20.0619934040001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.010332448,20.0619184400001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.010540377,20.0617879370001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.010856157,20.061408208,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.011152871,20.061090466,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.012061348,20.0604007700002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.01320617,20.0601351530001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.013776877,20.0595662430001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.013964861,20.0595642050001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.014069216,20.0593402110001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.014359002,20.0593216430001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.015020601,20.0594227930001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.017083297,20.0595516470001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.018330679,20.0596396730002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.019831801,20.05977003,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.020122924,20.0597732200001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.020311194,20.0597406540001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.021655579,20.0592838500001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.023926678,20.0582710730001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.025347495,20.0577771430001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.026494205,20.0571889010001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.027615998,20.0565770840001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.02870826,20.055716596,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.029754403,20.0549662500001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.030931877,20.0538467110001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.031600626,20.0531479980001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.032178641,20.0523400490001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.032802205,20.0511628310001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.033789184,20.0496253920002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.033846248,20.0495048770001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.034298617,20.0485494300001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.034697633,20.0478902040001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.035345853,20.0472546120001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.036255066,20.0468778690001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.036666602,20.046205409,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.037356131,20.0455115730001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.038697979,20.0434713190002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.039683226,20.0422579690001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.041131684,20.040375306,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.041529328,20.0391794250002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.042077804,20.038543782,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.04297532,20.0374372650001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.043797971,20.0365662170001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.04419677,20.0363073090002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.045069039,20.0360249960002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.046339865,20.0360960520002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.04651833,20.0362002560001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.046891285,20.0365452850002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.047695091,20.0369400750001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.048694324,20.0372051300001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.050304134,20.0378044810001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.051810724,20.03810608,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.052601208,20.0381199020001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.052915424,20.0381557100001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.053473135,20.0382653550002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.053477181,20.0383509650002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.053538027,20.0384335600002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.053943788,20.0386434600001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.054694235,20.0388035300001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.054980444,20.0388975090001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.055296878,20.0390232790002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.055942886,20.0391618360002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.056386589,20.0393392380001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.056851075,20.0395118650001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.057431521,20.0398222040001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.057501983,20.0398623530002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.057787451,20.0399300030001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.058073554,20.0398943510002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.05894971,20.0394292740001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.059057138,20.039368881,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.059781238,20.0392890350001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.060684266,20.0391191480001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.061292874,20.0388990140001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.061725811,20.038790546,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.062506126,20.037394013,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.062766973,20.0370827740001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.062886279,20.0368822110001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.063495082,20.0367536740001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.063724372,20.0366607120002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.064494484,20.0365383030001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.065310092,20.0363674490002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.066197205,20.0362352930001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.065642709,20.0345941360001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.06542337,20.0340900360001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.065328809,20.0336892570001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.065122051,20.0327143110001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.065626425,20.0313591380001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.065862918,20.0313574690001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.072177441,20.0312077190001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.072215258,20.0309196750001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.07229552,20.0303084020001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.072422206,20.029237793,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.074208326,20.0293160860002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.075466611,20.0293964320001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.076884091,20.029480429,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.076945832,20.0294983920002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.077086579,20.0295138720001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.077678131,20.0295420430002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.077732572,20.029544635,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.077823274,20.0295367100001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.07806836,20.0296026220001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.078912566,20.029888219,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.079327288,20.03003781,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.0794153,20.030088215,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.079606967,20.0301111890001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.080462501,20.0295165950002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.080637445,20.0293950080002,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.080960038,20.0291599750001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.081340767,20.028850246,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.08141765,20.028587433,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.081242986,20.0282101060001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.081220208,20.028054122,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.081382606,20.0277746130001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.081628583,20.0276467760001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.082259911,20.0275947320001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.082586182,20.0274598260001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.082594775,20.0269206290001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.082729976,20.0265413000001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.083120068,20.0264484780001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
-100.08341934,20.0266024890001,"Amealco de Bonfil_1","Querétaro","Querétaro_Amealco de Bonfil_1"
